assertion_id,entity_type,entity_name,office,source_record_id,asserted_fact,claimed_reference_date,claimed_status,claimed_party,source_urls_raw,document_identifier,publisher,publication_date_raw,source_retrieval_date,audit_import_date,locator,support_kind,source_access_status,temporal_limit,conflict_or_limit
LEG-8670a70acb8c,person,Miguel Rossetto,Ministério do Trabalho e Emprego,dilma_rousseff:1:73,Contemporaneous reform roster explicitly identifies party or no affiliation.,2015-10-02,PARTY,PT,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,,not_normalized_in_prior_ledger,2015-10-02,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:73,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-650019f21afb,person,Antonio Carlos Rodrigues,Ministério dos Transportes,dilma_rousseff:1:74,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PR,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:74,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-858a83513dbd,person,Vinicius Lages,Ministério do Turismo,dilma_rousseff:1:75,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PMDB,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:75,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-7f1bb5c8a3de,person,Henrique Eduardo Alves,Ministério do Turismo,dilma_rousseff:1:76,Appointment-day Reuters report identifies PMDB.,2015-04-16,PARTY,PMDB,https://odia.ig.com.br/brasil/politica/2015-04-15/henrique-alves-e-confirmado-para-o-ministerio-do-turismo.html,,not_normalized_in_prior_ledger,2015-04-16,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:76,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-4bd5de62c2aa,person,Alberto Alves,Ministério do Turismo,dilma_rousseff:1:77,Appointment profile describes PMDB nomination and technical credentials but does not establish formal affiliation. Applies separately to both Dilma and Temer appointment records.,2016-03-28,UNRESOLVED,,https://carf.economia.gov.br/acesso-a-informacao/imprensa/marco-2016/30_03_2016.pdf,,not_normalized_in_prior_ledger,2016-03-30,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:77,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-46405e3b602b,person,Alessandro Teixeira,Ministério do Turismo,dilma_rousseff:1:78,Contemporaneous appointment report explicitly says affiliated to PT.,2016-04-21,PARTY,PT,https://abrapch.org.br/2016/04/diario-oficial-da-uniao-traz-nomeacao-de-quatro-novos-ministros/,,not_normalized_in_prior_ledger,2016-04-22,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:78,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-f1b582114b4b,person,Guilherme Walder Mora Ramalho,Secretaria de Aviação Civil,dilma_rousseff:1:8,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,2015-12-07,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:8,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-90f1b4fb4472,person,Mauro Lopes,Secretaria de Aviação Civil,dilma_rousseff:1:9,PMDB ethics case follows appointment on March 17; he was still a party member.,2016-03-17,PARTY,PMDB,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/03/18/conselho-de-etica-do-pmdb-e-instalado-e-recebe-denuncia-contra-mauro-lopes.htm,,not_normalized_in_prior_ledger,2016-03-18,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:9,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-df0a18aba9ff,person,Onyx Lorenzoni,Casa Civil,jair_bolsonaro:0:1,Dated incoming-cabinet roster explicitly identifies DEM.,2019-01-01,PARTY,DEM,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:1,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-c3b41de7e8c0,person,Fábio Faria,Ministério das Comunicações,jair_bolsonaro:0:10,"Official Câmara act identifies Fábio Faria as PSD and records ministerial leave effective June 17, 2020.",2020-06-17,PARTY,PSD,https://www2.camara.leg.br/legin/int/atoprt_sn/2020/atodopresidente-58200-2-julho-2020-790386-publicacaooriginal-160997-cd-presi.html,,not_normalized_in_prior_ledger,2020-07-02,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:10,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Later PP membership is ignored for this appointment.
LEG-3f060ebf15da,person,Maria Estella Dantas,Ministério das Comunicações,jair_bolsonaro:0:11,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2022-12-21,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:11,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-87ae07a227bd,person,Sergio Moro,Ministério da Justiça e Segurança Pública,jair_bolsonaro:0:12,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,2019-01-01,UNAFFILIATED,,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:12,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-8534d7a64a42,person,André Mendonça,Ministério da Justiça e Segurança Pública,jair_bolsonaro:0:13,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2020-04-29,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:13,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-2ffad066f860,person,Anderson Torres,Ministério da Justiça e Segurança Pública,jair_bolsonaro:0:14,In May 2021 Torres explicitly denied the PSL affiliation report and said he proved nonaffiliation to electoral justice; January 2023 custody testimony says never party-affiliated.,2021-03-29,UNAFFILIATED,,https://www.correiobraziliense.com.br/politica/2021/05/4921557-a-cpi-vai-investigar-o-que-exatamente--questiona-ministro-da-justica.html | https://www.cnnbrasil.com.br/politica/em-audiencia-de-custodia-torres-diz-que-jamais-questionou-resultado-de-eleicoes/,,not_normalized_in_prior_ledger,2021-05 | 2023-01-23,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:14,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,"April 3,2021 PSL membership reports explicitly rebutted; later União label also denied in Senate testimony August8,2023. Original dates retained; potential date correction deferred separately."
LEG-b0900f041b01,person,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",jair_bolsonaro:0:15,Dated incoming-cabinet roster explicitly identifies DEM.,2019-01-01,PARTY,DEM,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:15,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-342db9e7f38f,person,Marcos Montes,"Ministério da Agricultura, Pecuária e Abastecimento",jair_bolsonaro:0:16,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming Marcos Montes as PSD.",2022-03-31,PARTY,PSD,http://www.polibiobraga.com.br/arko.pdf,,not_normalized_in_prior_ledger,2022-04-07,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:16,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-ba6b7e4f1910,person,Augusto Heleno,Gabinete de Segurança Institucional,jair_bolsonaro:0:17,Heleno announced PRP withdrawal in July; November incoming-cabinet roster explicitly identifies him as unaffiliated.,2019-01-01,UNAFFILIATED,,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/07/18/general-diz-que-vai-se-desfiliar-de-partido.htm | https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-07-18 | 2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:17,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Raw Patriota is contradicted by dated departure and incoming-cabinet evidence; organizational PRP/Patriota lineage cannot restore a departed personal membership.
LEG-7cd94731dd90,person,Fernando Azevedo e Silva,Ministério da Defesa,jair_bolsonaro:0:18,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,2019-01-01,UNAFFILIATED,,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:18,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-dacd12d72fdc,person,Walter Braga Netto,Ministério da Defesa,jair_bolsonaro:0:19,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",2021-03-29,UNAFFILIATED,,https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,,not_normalized_in_prior_ledger,2022-10-28 | 2022-04-14,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:19,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Neither February 2020 nor March 2021 appointment began under PL.
LEG-62197e617b7c,person,Walter Braga Netto,Casa Civil,jair_bolsonaro:0:2,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",2020-02-18,UNAFFILIATED,,https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,,not_normalized_in_prior_ledger,2022-10-28 | 2022-04-14,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:2,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Neither February 2020 nor March 2021 appointment began under PL.
LEG-70db330a83a1,person,Paulo Sérgio Nogueira de Oliveira,Ministério da Defesa,jair_bolsonaro:0:20,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",2022-04-01,UNAFFILIATED,,http://www.polibiobraga.com.br/arko.pdf,,not_normalized_in_prior_ledger,2022-04-07,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:20,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-4e7ce6988315,person,Ernesto Araújo,Ministério das Relações Exteriores,jair_bolsonaro:0:21,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,2019-01-01,UNAFFILIATED,,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:21,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-9dd6c6a98b8f,person,Carlos França,Ministério das Relações Exteriores,jair_bolsonaro:0:22,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2021-04-06,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:22,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-0a433c253eb3,person,Wagner Rosário,Controladoria-Geral da União,jair_bolsonaro:0:24,"Later explicit nonparty reporting exists, but does not establish affiliation on the original May31,2017 start retained in this diagnostic.",2017-05-31,UNRESOLVED,,https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,,not_normalized_in_prior_ledger,2018-07-11,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:24,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Same carried appointment as Temer; appointment-time status remains unresolved.
LEG-61f568dd5701,person,Luiz Henrique Mandetta,Ministério da Saúde,jair_bolsonaro:0:25,Dated incoming-cabinet roster explicitly identifies DEM.,2019-01-01,PARTY,DEM,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:25,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-23516089df3e,person,Nelson Teich,Ministério da Saúde,jair_bolsonaro:0:26,Deutsche Welle profile published on inauguration date explicitly states Teich is not affiliated with a political party.,2020-04-17,UNAFFILIATED,,"https://www.terra.com.br/noticias/brasil/quem-e-e-o-que-pensa-nelson-teich-o-novo-ministro-da-saude,bd8bc38ab1d009dc096721a9a09e3d09p4j4kctd.html",,not_normalized_in_prior_ledger,2020-04-17,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:26,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-80228da93ab9,person,Eduardo Pazuello,Ministério da Saúde,jair_bolsonaro:0:27,Contemporaneous report confirms Pazuello remains active-duty Army general; Constitution article142 paragraph3 itemV prohibits active-duty military party membership.,2020-05-16,UNAFFILIATED,,https://economia.uol.com.br/colunas/carla-araujo/2020/05/19/coronavirus-defesa-ministro-interino-nomeacoes-militares.htm | https://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm,,not_normalized_in_prior_ledger,2020-05-19 | 1998-02-05,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:27,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,"Explicit inference from evidenced active-duty status plus constitutional prohibition, not inference from being a retired officer."
LEG-f48fe3f88953,person,Marcelo Queiroga,Ministério da Saúde,jair_bolsonaro:0:28,"Estadão records Republicanos departure at his request on January 5, 2021, confirmed by party leader Hugo Motta before appointment.",2021-03-23,UNAFFILIATED,,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/03/20/novo-ministro-da-saude-teve-passagem-relampago-pelo-republicanos-do-centrao.htm,,not_normalized_in_prior_ledger,2021-03-20,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:28,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Report explicitly resolves outdated TSE listing; March 2020 Republicanos membership does not extend to March 2021 appointment.
LEG-92e9b59b9825,person,André Mendonça,Advocacia-Geral da União,jair_bolsonaro:0:29,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,2019-01-01,UNAFFILIATED,,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:29,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-ebe4d4a81d54,person,Luiz Eduardo Ramos,Casa Civil,jair_bolsonaro:0:3,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2021-03-29,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:3,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-066b940f16e0,person,José Levi Mello,Advocacia-Geral da União,jair_bolsonaro:0:30,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2020-04-29,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:30,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-ee50e9c3bdf3,person,André Mendonça,Advocacia-Geral da União,jair_bolsonaro:0:31,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2021-03-20,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:31,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-0619874c39e2,person,Bruno Bianco Leal,Advocacia-Geral da União,jair_bolsonaro:0:32,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2021-08-06,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:32,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-0d5fe63fcadb,person,Gustavo Bebianno,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:33,Dated incoming-cabinet roster explicitly identifies PSL.,2019-01-01,PARTY,PSL,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:33,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-6f1e3b239fc3,person,Floriano Peixoto Vieira Neto,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:34,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",2019-02-18,UNAFFILIATED,,https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf,,not_normalized_in_prior_ledger,2020,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:34,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,"Medium-confidence retrospective appointment-specific biographical table. Its aggregate paragraph repeats an erroneous Patriota cabinet attribution elsewhere; used only for this named appointment, with this source-quality limitation explicit."
LEG-6a03da16e908,person,Jorge Oliveira,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:35,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",2019-06-21,UNAFFILIATED,,https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf,,not_normalized_in_prior_ledger,2020,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:35,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,"Medium-confidence retrospective appointment-specific biographical table. Its aggregate paragraph repeats an erroneous Patriota cabinet attribution elsewhere; used only for this named appointment, with this source-quality limitation explicit."
LEG-79030362edda,person,Pedro Cesar Sousa,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:36,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2020-10-07,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:36,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-607f4976d0f0,person,Onyx Lorenzoni,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:37,Agência Brasil report identifies Onyx as DEM when appointed to the Secretariat-General.,2021-02-12,PARTY,DEM,https://jc.uol.com.br/politica/2021/02/12029749-bolsonaro-nomeia-deputado-joao-roma-para-o-ministerio-da-cidadania.html,,not_normalized_in_prior_ledger,2021-02-12,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:37,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-e62d7a3cb75d,person,Luiz Eduardo Ramos,Secretaria-Geral da Presidência da República,jair_bolsonaro:0:38,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",2021-07-28,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:38,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-b6119274bf0c,person,Ricardo Vélez Rodríguez,Ministério da Educação,jair_bolsonaro:0:39,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,2019-01-01,UNAFFILIATED,,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,,not_normalized_in_prior_ledger,2018-11-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:39,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-d1a5739ab53a,person,Ciro Nogueira,Casa Civil,jair_bolsonaro:0:4,Official Senate report identifies Ciro as PP on accepting Casa Civil appointment.,2021-08-04,PARTY,PP,https://www12.senado.leg.br/noticias/materias/2021/07/27/ciro-nogueira-aceita-convite-para-casa-civil-eliane-nogueira-e-a-primeira-suplente,,not_normalized_in_prior_ledger,2021-07-27,,2026-09-10,Prior appointment_evidence.csv row source_record_id=jair_bolsonaro:0:4,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
