legacy_assertion_id,source_record_id,government_id,person_raw,office_raw,legacy_start,legacy_end_inclusive,legacy_appointment_date,prior_status,prior_party,prior_assignment,prior_evidence_date_raw,prior_evidence_note,contemporaneous_tenure_certified,officeholding_coverage,affiliation_temporal_coverage,composition_completeness,missing_possibilities,required_work
LEG-03d0c552eee1,dilma_rousseff:1:68,dilma_2,Arthur Chioro,Ministério da Saúde,2015-01-01,2015-10-01,2015-01-01,PARTY,PT,PT,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-575314f66abd,dilma_rousseff:1:69,dilma_2,Marcelo Castro,Ministério da Saúde,2015-10-01,2016-05-11,2015-10-01,PARTY,PMDB,MDB,2015-10-02,Contemporaneous reform roster identifies PMDB at appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d2f12b350683,dilma_rousseff:1:7,dilma_2,Eliseu Padilha,Secretaria de Aviação Civil,2015-01-01,2015-12-04,2015-01-01,PARTY,PMDB,MDB,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-06075cf8fce5,dilma_rousseff:1:70,dilma_2,Miguel Rossetto,Secretaria-Geral da Presidência,2015-01-01,2015-10-02,2015-01-01,PARTY,PT,PT,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-fc4f25515b67,dilma_rousseff:1:71,dilma_2,Ricardo Berzoini,Secretaria-Geral da Presidência,2015-10-02,2016-05-11,2015-10-02,PARTY,PT,PT,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8912d93c02b7,dilma_rousseff:1:72,dilma_2,Manoel Dias,Ministério do Trabalho e Emprego,2015-01-01,2015-10-02,2015-01-01,PARTY,PDT,PDT,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8670a70acb8c,dilma_rousseff:1:73,dilma_2,Miguel Rossetto,Ministério do Trabalho e Emprego,2015-10-02,2016-05-11,2015-10-02,PARTY,PT,PT,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-650019f21afb,dilma_rousseff:1:74,dilma_2,Antonio Carlos Rodrigues,Ministério dos Transportes,2015-01-01,2016-05-11,2015-01-01,PARTY,PR,PL,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-858a83513dbd,dilma_rousseff:1:75,dilma_2,Vinicius Lages,Ministério do Turismo,2015-01-01,2015-04-16,2015-01-01,PARTY,PMDB,,2015-01,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7f1bb5c8a3de,dilma_rousseff:1:76,dilma_2,Henrique Eduardo Alves,Ministério do Turismo,2015-04-16,2016-03-28,2015-04-16,PARTY,PMDB,MDB,2015-04-16,Appointment-day Reuters report identifies PMDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-4bd5de62c2aa,dilma_rousseff:1:77,dilma_2,Alberto Alves,Ministério do Turismo,2016-03-28,2016-04-21,2016-03-28,UNRESOLVED,,,2016-03-30,Appointment profile describes PMDB nomination and technical credentials but does not establish formal affiliation. Applies separately to both Dilma and Temer appointment records.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-46405e3b602b,dilma_rousseff:1:78,dilma_2,Alessandro Teixeira,Ministério do Turismo,2016-04-21,2016-05-11,2016-04-21,PARTY,PT,PT,2016-04-22,Contemporaneous appointment report explicitly says affiliated to PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f1b582114b4b,dilma_rousseff:1:8,dilma_2,Guilherme Walder Mora Ramalho,Secretaria de Aviação Civil,2015-12-07,2016-03-17,2015-12-07,UNRESOLVED,,,,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-90f1b4fb4472,dilma_rousseff:1:9,dilma_2,Mauro Lopes,Secretaria de Aviação Civil,2016-03-17,2016-04-18,2016-03-17,PARTY,PMDB,MDB,2016-03-18,PMDB ethics case follows appointment on March 17; he was still a party member.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-df0a18aba9ff,jair_bolsonaro:0:1,bolsonaro,Onyx Lorenzoni,Casa Civil,2019-01-01,2020-02-14,2019-01-01,PARTY,DEM,DEM,2018-11-26,Dated incoming-cabinet roster explicitly identifies DEM.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-c3b41de7e8c0,jair_bolsonaro:0:10,bolsonaro,Fábio Faria,Ministério das Comunicações,2020-06-17,2022-12-21,2020-06-17,PARTY,PSD,PSD,2020-07-02,"Official Câmara act identifies Fábio Faria as PSD and records ministerial leave effective June 17, 2020.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3f060ebf15da,jair_bolsonaro:0:11,bolsonaro,Maria Estella Dantas,Ministério das Comunicações,2022-12-21,2022-12-31,2022-12-21,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-87ae07a227bd,jair_bolsonaro:0:12,bolsonaro,Sergio Moro,Ministério da Justiça e Segurança Pública,2019-01-01,2020-04-24,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8534d7a64a42,jair_bolsonaro:0:13,bolsonaro,André Mendonça,Ministério da Justiça e Segurança Pública,2020-04-29,2021-03-29,2020-04-29,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2ffad066f860,jair_bolsonaro:0:14,bolsonaro,Anderson Torres,Ministério da Justiça e Segurança Pública,2021-03-29,2022-12-31,2021-03-29,UNAFFILIATED,,PSL,2021-05 | 2023-01-23,In May 2021 Torres explicitly denied the PSL affiliation report and said he proved nonaffiliation to electoral justice; January 2023 custody testimony says never party-affiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b0900f041b01,jair_bolsonaro:0:15,bolsonaro,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",2019-01-01,2022-03-30,2019-01-01,PARTY,DEM,DEM,2018-11-26,Dated incoming-cabinet roster explicitly identifies DEM.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-342db9e7f38f,jair_bolsonaro:0:16,bolsonaro,Marcos Montes,"Ministério da Agricultura, Pecuária e Abastecimento",2022-03-31,2022-12-31,2022-03-31,PARTY,PSD,PSD,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming Marcos Montes as PSD.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ba6b7e4f1910,jair_bolsonaro:0:17,bolsonaro,Augusto Heleno,Gabinete de Segurança Institucional,2019-01-01,2022-12-31,2019-01-01,UNAFFILIATED,,Patriota,2018-07-18 | 2018-11-26,Heleno announced PRP withdrawal in July; November incoming-cabinet roster explicitly identifies him as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7cd94731dd90,jair_bolsonaro:0:18,bolsonaro,Fernando Azevedo e Silva,Ministério da Defesa,2019-01-01,2021-03-29,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-dacd12d72fdc,jair_bolsonaro:0:19,bolsonaro,Walter Braga Netto,Ministério da Defesa,2021-03-29,2022-04-01,2021-03-29,UNAFFILIATED,,PL,2022-10-28 | 2022-04-14,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-62197e617b7c,jair_bolsonaro:0:2,bolsonaro,Walter Braga Netto,Casa Civil,2020-02-18,2021-03-29,2020-02-18,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-10-28 | 2022-04-14,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-70db330a83a1,jair_bolsonaro:0:20,bolsonaro,Paulo Sérgio Nogueira de Oliveira,Ministério da Defesa,2022-04-01,2022-12-31,2022-04-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-4e7ce6988315,jair_bolsonaro:0:21,bolsonaro,Ernesto Araújo,Ministério das Relações Exteriores,2019-01-01,2021-03-29,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-9dd6c6a98b8f,jair_bolsonaro:0:22,bolsonaro,Carlos França,Ministério das Relações Exteriores,2021-04-06,2022-12-31,2021-04-06,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0a433c253eb3,jair_bolsonaro:0:24,bolsonaro,Wagner Rosário,Controladoria-Geral da União,2019-01-01,2022-12-31,2017-05-31,UNRESOLVED,,UNAFFILIATED (no_party_code),2018-07-11,"Later explicit nonparty reporting exists, but does not establish affiliation on the original May31,2017 start retained in this diagnostic.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-61f568dd5701,jair_bolsonaro:0:25,bolsonaro,Luiz Henrique Mandetta,Ministério da Saúde,2019-01-01,2020-04-16,2019-01-01,PARTY,DEM,DEM,2018-11-26,Dated incoming-cabinet roster explicitly identifies DEM.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-23516089df3e,jair_bolsonaro:0:26,bolsonaro,Nelson Teich,Ministério da Saúde,2020-04-17,2020-05-15,2020-04-17,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020-04-17,Deutsche Welle profile published on inauguration date explicitly states Teich is not affiliated with a political party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-80228da93ab9,jair_bolsonaro:0:27,bolsonaro,Eduardo Pazuello,Ministério da Saúde,2020-05-16,2021-03-23,2020-05-16,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020-05-19 | 1998-02-05,Contemporaneous report confirms Pazuello remains active-duty Army general; Constitution article142 paragraph3 itemV prohibits active-duty military party membership.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f48fe3f88953,jair_bolsonaro:0:28,bolsonaro,Marcelo Queiroga,Ministério da Saúde,2021-03-23,2022-12-31,2021-03-23,UNAFFILIATED,,UNAFFILIATED (no_party_code),2021-03-20,"Estadão records Republicanos departure at his request on January 5, 2021, confirmed by party leader Hugo Motta before appointment.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-92e9b59b9825,jair_bolsonaro:0:29,bolsonaro,André Mendonça,Advocacia-Geral da União,2019-01-01,2020-04-27,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ebe4d4a81d54,jair_bolsonaro:0:3,bolsonaro,Luiz Eduardo Ramos,Casa Civil,2021-03-29,2021-07-28,2021-03-29,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-066b940f16e0,jair_bolsonaro:0:30,bolsonaro,José Levi Mello,Advocacia-Geral da União,2020-04-29,2021-03-29,2020-04-29,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ee50e9c3bdf3,jair_bolsonaro:0:31,bolsonaro,André Mendonça,Advocacia-Geral da União,2021-03-20,2021-08-06,2021-03-20,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0619874c39e2,jair_bolsonaro:0:32,bolsonaro,Bruno Bianco Leal,Advocacia-Geral da União,2021-08-06,2022-12-31,2021-08-06,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0d5fe63fcadb,jair_bolsonaro:0:33,bolsonaro,Gustavo Bebianno,Secretaria-Geral da Presidência da República,2019-01-01,2019-02-18,2019-01-01,PARTY,PSL,PSL,2018-11-26,Dated incoming-cabinet roster explicitly identifies PSL.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6f1e3b239fc3,jair_bolsonaro:0:34,bolsonaro,Floriano Peixoto Vieira Neto,Secretaria-Geral da Presidência da República,2019-02-18,2019-06-20,2019-02-18,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6a03da16e908,jair_bolsonaro:0:35,bolsonaro,Jorge Oliveira,Secretaria-Geral da Presidência da República,2019-06-21,2020-12-31,2019-06-21,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-79030362edda,jair_bolsonaro:0:36,bolsonaro,Pedro Cesar Sousa,Secretaria-Geral da Presidência da República,2020-10-07,2021-02-12,2020-10-07,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-607f4976d0f0,jair_bolsonaro:0:37,bolsonaro,Onyx Lorenzoni,Secretaria-Geral da Presidência da República,2021-02-12,2021-07-28,2021-02-12,PARTY,DEM,DEM,2021-02-12,Agência Brasil report identifies Onyx as DEM when appointed to the Secretariat-General.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e62d7a3cb75d,jair_bolsonaro:0:38,bolsonaro,Luiz Eduardo Ramos,Secretaria-Geral da Presidência da República,2021-07-28,2022-12-31,2021-07-28,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b6119274bf0c,jair_bolsonaro:0:39,bolsonaro,Ricardo Vélez Rodríguez,Ministério da Educação,2019-01-01,2019-04-08,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d1a5739ab53a,jair_bolsonaro:0:4,bolsonaro,Ciro Nogueira,Casa Civil,2021-08-04,2022-12-31,2021-08-04,PARTY,PP,PP,2021-07-27,Official Senate report identifies Ciro as PP on accepting Casa Civil appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d9b4064c62f2,jair_bolsonaro:0:40,bolsonaro,Abraham Weintraub,Ministério da Educação,2019-04-08,2020-06-20,2019-04-08,UNAFFILIATED,,UNAFFILIATED (no_party_code),2019-04-08,Weintraub directly states on his appointment-announcement date that he is not affiliated with any political party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-06b899630a6b,jair_bolsonaro:0:41,bolsonaro,Carlos Decotelli,Ministério da Educação,2020-06-25,2020-06-30,2020-06-25,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020-06-30,Contemporaneous Sérgio Praça article explicitly states Decotelli had no party and contrasts his lack of membership with Salles.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-50bddd305e20,jair_bolsonaro:0:43,bolsonaro,Milton Ribeiro,Ministério da Educação,2020-07-16,2022-03-28,2020-07-16,UNRESOLVED,,UNAFFILIATED (no_party_code),2022-02-24 | 2025,February 2022 reporting quotes Milton saying he is not party-affiliated; this establishes a later date only. Retrospective education-minister table says nonparty but contains other date and affiliation errors and cannot independently establish July 2020 affiliation.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ae1c28478e53,jair_bolsonaro:0:44,bolsonaro,Victor Godoy Veiga,Ministério da Educação,2022-03-29,2022-12-31,2022-03-29,UNRESOLVED,,UNAFFILIATED (no_party_code),2025,"Retrospective education-minister table labels Victor Godoy nonparty but contains other date and affiliation errors; no independent dated affiliation evidence located for March 29, 2022.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-083b3c9ae8ee,jair_bolsonaro:0:45,bolsonaro,Carlos Alberto dos Santos Cruz,Secretaria de Governo,2019-01-01,2019-06-13,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ce9aa704d046,jair_bolsonaro:0:46,bolsonaro,Luiz Eduardo Ramos,Secretaria de Governo,2019-06-13,2021-03-29,2019-06-13,UNAFFILIATED,,UNAFFILIATED (no_party_code),2020 | 2020-07-16 | 1998-02-05,Historical 2019 appointment table explicitly codes nonparty status. Corroborating retirement report places Ramos in active service until July 2020; constitutional active-duty party prohibition therefore covers June 2019.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f997e70b3675,jair_bolsonaro:0:47,bolsonaro,Flávia Arruda,Secretaria de Governo,2021-03-20,2022-03-31,2021-03-20,PARTY,PL,PL,2021-03-18,"Official Chamber rollcall from March 18, 2021 identifies Flávia Arruda as PL-DF, two days before the original source start retained for this diagnostic.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0561fae55600,jair_bolsonaro:0:48,bolsonaro,Célio Faria Júnior,Secretaria de Governo,2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-310d8d95dc92,jair_bolsonaro:0:49,bolsonaro,Tarcísio de Freitas,Ministério da Infraestrutura,2019-01-01,2022-03-31,2019-01-01,UNAFFILIATED,,Republicanos,2022-10-24,Dated biographical account explicitly states Tarcísio had never joined any party in 26 years of public service before his 2022 Republicanos entry.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-24bdcc54c414,jair_bolsonaro:0:5,bolsonaro,Paulo Guedes,Ministério da Economia,2019-01-01,2022-12-31,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7a6d44294d17,jair_bolsonaro:0:50,bolsonaro,Marcelo Sampaio,Ministério da Infraestrutura,2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
