office_inventory_id,office_id,government_reporting_scope,office_name,start_inclusive,end_exclusive,status_category,proposed_inclusion,evidence_ids,verification_status,prior_inventory,notes,coverage_start,coverage_end_exclusive,population_completeness
OFFINV-088,office-54abe7d1753f,bolsonaro,Secretaria-Geral da Presidência da República,2019-01-01,2023-01-01,other_minister_of_state_office,include,OFF-019,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-089,office-ad59aaab6eed,lula_3,Advocacia-Geral da União,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-090,office-1b9402588422,lula_3,Agricultura e Pecuária,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-091,office-71c76d75c4d2,lula_3,Casa Civil,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-092,office-1ccf43d57dbb,lula_3,Cidades,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-093,office-a97c8550f056,lula_3,"Ciência, Tecnologia e Inovação",2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-094,office-dc166955bd33,lula_3,Comunicações,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-095,office-8504c8891abf,lula_3,Controladoria-Geral da União,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-096,office-18bde5ff6dcc,lula_3,Cultura,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-097,office-41a1b663d07e,lula_3,Defesa,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-098,office-447b1c92db87,lula_3,Desenvolvimento Agrário e Agricultura Familiar,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-099,office-177e7e4f420e,lula_3,"Desenvolvimento e Assistência Social, Família e Combate à Fome",2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-100,office-00891aa82dfa,lula_3,"Desenvolvimento, Indústria, Comércio e Serviços",2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-101,office-97a89cb3d91f,lula_3,Direitos Humanos e Cidadania,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-102,office-620915ae84d6,lula_3,Educação,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-103,office-f2f3f53cce14,lula_3,"Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",2023-09-13,2026-03-20,ordinary_ministry,include,OFF-036,creation_direct_continuity_inferred,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-104,office-ae36ff53d975,lula_3,Esporte,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-105,office-e957c821b451,lula_3,Fazenda,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-106,office-121c12a15312,lula_3,Gabinete de Segurança Institucional,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-107,office-0dce4705c846,lula_3,Gestão e da Inovação em Serviços Públicos,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-108,office-00f6daab3f5f,lula_3,Igualdade Racial,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-109,office-8ffefeffa9b4,lula_3,Integração e Desenvolvimento Regional,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-110,office-a80ce8a81b2e,lula_3,Justiça e Segurança Pública,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-111,office-d9eefe45b7d8,lula_3,Meio Ambiente e Mudança do Clima,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-112,office-526dbdd3f57b,lula_3,Minas e Energia,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-113,office-cb844b2ec4d0,lula_3,Mulheres,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-114,office-ba1bf86bd9c7,lula_3,Pesca e Aquicultura,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-115,office-8d0bb21eb87e,lula_3,Planejamento e Orçamento,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-116,office-7b0efc608851,lula_3,Portos e Aeroportos,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-117,office-6ba0370c177c,lula_3,Povos Indígenas,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-118,office-98a4a4024293,lula_3,Previdência Social,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-119,office-cbf5e40472ce,lula_3,Relações Exteriores,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-120,office-521bac2c0068,lula_3,Saúde,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-121,office-b0e9429f2c93,lula_3,Secretaria Extraordinária da Presidência da República para Apoio à Reconstrução do Rio Grande do Sul,2024-05-15,2024-09-12,other_minister_of_state_office,include,OFF-037;OFF-038;OFF-039;OFF-040,start_verified_end_provisional,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit. Ministerial cargo expiry must be distinguished from titular Pimenta exit and successor subordinate office.",2015-01-01,2026-03-20,not_certified
OFFINV-122,office-1d8959f42b33,lula_3,Secretaria de Comunicação Social,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-123,office-e7711829b65d,lula_3,Secretaria de Relações Institucionais,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-124,office-54abe7d1753f,lula_3,Secretaria-Geral da Presidência da República,2023-01-01,2026-03-20,other_minister_of_state_office,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-125,office-f02607d599d0,lula_3,Trabalho e Emprego,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-126,office-524f7ecb7b46,lula_3,Transportes,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-127,office-b0b46607d55a,lula_3,Turismo,2023-01-01,2026-03-20,ordinary_ministry,include,OFF-035,status_candidate_historical_legal_version_check_pending,present,"Candidate legal-scope interval, not a certified occupancy interval. Later amendments and capacity histories need full audit.",2015-01-01,2026-03-20,not_certified
OFFINV-128,office-a259fa958719,dilma_2,Ministério do Trabalho e Previdência Social,2015-10-05,2016-05-12,ordinary_ministry,include,OFF-005;OFF-006,cargo_transformation_direct,people_present_under_obsolete_label,"Include named legal cargo; separate name amendment Juventude2016 requires dated attribute, not new people.",2015-01-01,2026-03-20,not_certified
OFFINV-129,office-e99b7c16d86f,dilma_2,"Ministério das Mulheres, da Igualdade Racial e dos Direitos Humanos",2015-10-05,2016-05-12,ordinary_ministry,include,OFF-005;OFF-006,cargo_transformation_direct,people_present_under_obsolete_label,"Include named legal cargo; separate name amendment Juventude2016 requires dated attribute, not new people.",2015-01-01,2026-03-20,not_certified
OFFINV-130,office-c145fe76abf9,dilma_2,Secretaria de Governo,2015-10-05,2016-05-12,other_minister_of_state_office,include,OFF-005;OFF-006,cargo_transformation_direct,people_present_under_obsolete_label,"Include named legal cargo; separate name amendment Juventude2016 requires dated attribute, not new people.",2015-01-01,2026-03-20,not_certified
OFFINV-131,office-9f6e11439f85,dilma_2,Gabinete Pessoal da Presidência,2016-03-16,2016-05-12,other_minister_of_state_office,include,OFF-008;OFF-009,statutory_status_verified,omitted,Office createdMarch16; Wagner service evidencedMarch17; do not conflate office status and occupancy.,2015-01-01,2026-03-20,not_certified
OFFINV-132,office-2034d3e955a3,temer,"Ministério da Indústria, Comércio Exterior e Serviços",2016-05-12,2019-01-01,ordinary_ministry,include,OFF-012;OFF-013,legal_status_documented_occupancy_census_pending,omitted_allowlist,MDIC MarcosPereira/MarcosJorge; SEGOV Geddel/Imbassahy/Marun and unrecorded interim gaps.,2015-01-01,2026-03-20,not_certified
OFFINV-133,office-c145fe76abf9,temer,Secretaria de Governo,2016-05-12,2019-01-01,other_minister_of_state_office,include,OFF-012;OFF-013,legal_status_documented_occupancy_census_pending,omitted_allowlist,MDIC MarcosPereira/MarcosJorge; SEGOV Geddel/Imbassahy/Marun and unrecorded interim gaps.,2015-01-01,2026-03-20,not_certified
OFFINV-134,office-76179ffcb9d1,bolsonaro,Presidência do Banco Central,2019-01-01,2021-02-25,other_minister_of_state_office,include,OFF-019;OFF-020;OFF-021,status_exit_direct_occupancy_incomplete,omitted_allowlist,Ilan carryover untilFebruary28; CamposNeto thereafter; presidency retains ministerial status untilLC179 publication.,2015-01-01,2026-03-20,not_certified
OFFINV-135,office-4cbb2a30b1d3,bolsonaro,Ministério do Trabalho e Previdência,2021-07-28,2023-01-01,ordinary_ministry,include,OFF-023;OFF-024;OFF-025,statutory_status_verified,omitted_allowlist,Pinned Onyx2019 entry is impossible for ministry created2021; add Onyx and Oliveira service histories.,2015-01-01,2026-03-20,not_certified
OFFINV-136,office-c07d74eb1fc6,temer,Ministro Extraordinário de Coordenação da Transição,2018-11-05,2019-01-01,other_minister_of_state_office,include,OFF-031;OFF-032;OFF-033,legal_status_and_service_documented_end_pending,omitted_allowlist,Onyx actual Minister of State; continuity toadministration boundary provisional pending termination act.,2015-01-01,2026-03-20,not_certified
OFFINV-137,office-54951a003d7b,bolsonaro,Coordenação da Transição CETG-VII,2022-11-04,2023-01-01,excluded_nonministerial,exclude,OFF-031;OFF-034,documented_distinction_exact_appointment_act_pending,omitted_but_wikipedia_minister_heading,"Alckmin coordinate role is CETG, not Minister of State; limited TCU hierarchical equivalence does not establish cabinet status.",2015-01-01,2026-03-20,not_certified
OFFINV-138,office-76179ffcb9d1,cross_administration,Presidência do Banco Central,2021-02-25,2026-03-20,excluded_nonministerial,exclude,OFF-020,statutory_status_verified,present,Same agency continues but president no longer Minister of State.,2015-01-01,2026-03-20,not_certified
OFFINV-139,office-d96bb0df75aa,lula_3,Secretaria para Apoio à Reconstrução do RS da Casa Civil,2024-09-12,2026-03-20,excluded_nonministerial,exclude,OFF-038;OFF-039,subordinate_status_direct_later_existence_not_audited,present,"Exclusion applies whenever subordinate CCE office exists; end here is observation clipping, not claimed office survival.",2015-01-01,2026-03-20,not_certified
OFFINV-140,office-18a5667548d7,all,Presidente da República,2015-01-01,2026-03-20,excluded_role_family,exclude,OFF-004;OFF-013;OFF-019;OFF-035,operational_exclusion,present,No contribution by presidency alone.,2015-01-01,2026-03-20,not_certified
OFFINV-141,office-5a998fd2b950,all,Vice-Presidente da República,2015-01-01,2026-03-20,excluded_role_family,exclude,OFF-004;OFF-013;OFF-019;OFF-035,operational_exclusion,present,No contribution by vice-presidency alone; Alckmin2023 qualifies independently throughMDIC.,2015-01-01,2026-03-20,not_certified
OFFINV-142,office-c634e9947102,all,Secretários executivos; assessores; autarquias; comandantes militares,2015-01-01,2026-03-20,excluded_role_family,exclude,OFF-004;OFF-013;OFF-019;OFF-035,operational_exclusion,present,Excluded by underlying substantive role; independently evidenced exercise of vacant included office can qualify.,2015-01-01,2026-03-20,not_certified
